user_id,book_id,rating,
22222,1,3.5,
22222,2,5,
22222,3,2,
22222,4,4,
22222,5,4,
22222,6,3,
22222,7,4,
22222,9,4,
22222,13,4,
22222,17,3,
22222,23,4,
22222,24,4,
22222,25,4,
22222,26,4,
22222,39,5,
22222,41,5,
22222,229,2,
22222,274,5,
22222,365,3,
22222,560,2,
22222,7726,3,
22222,1793,1,
22222,1409,1,
22222,3618,2,
22222,3619,3,
22222,3620,4,
22222,3621,3,
22222,3624,2,
22222,3628,4,
22222,3629,2,
22222,3631,3,
